,username,comment_karma,submission_karma,karma_ratio,avg_comment_similarity,avg_toxicity,avg_reply_speed,avg_comment_time_interval
557,NulkStomomocg,13,842,0.0154,0.56383525,0.001634141,1 days 17:14:49,0 days 01:56:47
558,Subartaspz,48,1446,0.0332,0.390431242,0.001344267,1 days 12:25:36,0 days 03:15:24
559,Acceptable_Roun,19,102,0.1863,0.259928948,0.020219048,0 days 02:06:28,0 days 06:12:18
560,Andresallison99,12,1,12,0.736839154,0.021897255,0 days 02:14:58,0 days 21:20:44
561,SurroundRealistic354,421,1,421,0.598978548,0.007740465,0 days 01:38:08,0 days 01:08:16
562,NetGroundbreakin,4,1,4,0.580558655,0.007577647,0 days 14:50:16,0 days 00:00:15
563,thenewjordy,118,1,118,0.709992765,0.036128893,2 days 23:35:27,12 days 09:59:01
564,Painarou53,23,9,2.5556,0.462486431,0.158853098,0 days 04:53:38,0 days 00:00:49
565,UnitedConferenc,22,124,0.1774,0.149123805,0.01614991,0 days 08:05:44,0 days 04:58:20
566,onlypersuade963,5,1,5,0.688298396,0.251731205,0 days 01:50:34,15 days 22:27:37
567,Rickeygraves,127,1,127,0.682501989,0.235025579,0 days 03:46:52,0 days 14:06:50
568,yaoyanke,23,36,0.6389,0.560821337,0.04865618,0 days 00:13:43,23 days 04:25:40
569,racialacreage,45,3610,0.0125,0.360324191,0.000705077,0 days 00:00:54,0 days 00:48:03
570,Jumpy_Conflict,15,652,0.023,0.435120096,0.079365869,0 days 00:44:35,146 days 08:07:21
571,Combinatioughg,7,1,7,0.597116322,0.025158131,0 days 01:38:14,0 days 00:00:42
572,Spirituaxampl,128,269,0.4758,0.467032424,0.135825873,0 days 02:37:30,0 days 00:00:32
573,OwnCantaloup,-4,1,-4,0.445670297,0.072240213,0 days 08:08:52,0 days 00:00:25
574,Speciranslatohj,46,63,0.7302,0.536807668,0.10068555,0 days 04:56:24,0 days 00:00:21
575,AnyNefariousness9050,15,1,15,0.590679697,0.094065068,0 days 06:41:21,0 days 00:01:26
576,NorthMasterpie,4,1,4,0.440790374,0.127184865,0 days 02:05:10,0 days 06:07:44
577,StarryJenny,90,2261,0.0398,0.477523765,0.000656836,0 days 00:53:45,0 days 11:35:17
578,Abject-Benefit-1784,0,1,0,0.486748604,0.146613333,0 days 01:11:50,0 days 00:30:08
579,Low-Smoke-5995,-3,1,-3,0.270916241,0.001056285,0 days 01:11:24,0 days 00:29:59
580,CucumberGlobal3955,1,1,1,0.16108552,0.04159498,0 days 01:03:05,0 days 12:03:10
581,ObligationDea,-8,1,-8,0.578895741,0.062159301,0 days 11:47:43,0 days 00:00:16
582,ProfessionalWaltz818,1,1,1,-0.012195796,0.009959643,0 days 01:32:47,0 days 00:33:21
583,waddyaknow8873,58,45,1.2889,0.63873191,0.070321019,0 days 03:59:10,0 days 04:20:08
584,Aromatic_Recording25,-2,1,-2,0.273420185,0.227782832,0 days 01:05:51,0 days 07:12:47
585,EduardoShelton,11,1,11,0.781528829,0.009685198,0 days 03:41:06,0 days 21:19:52
586,Flat_Gazelle_9684,3,1,3,0.291164812,0.305603938,0 days 00:53:10,0 days 15:04:29
587,Junior_Masterpie,0,1,0,0.42755702,0.000909242,0 days 10:34:42,0 days 00:00:21
588,Initial_Signatur,22,100,0.22,0.742068012,0.160016694,0 days 08:59:22,0 days 00:01:01
589,SpotPuzzleheade,17,1,17,0.432653226,0.083936305,0 days 07:24:46,0 days 00:00:21
590,Rusniokqk,210,16,13.125,0.229210203,0.011312698,0 days 11:45:41,0 days 00:00:10
591,Awkward_Anywhere_386,52,1,52,0.256733263,0.001555633,0 days 01:18:20,0 days 09:07:01
592,RelationMedi,26,1,26,0.510142409,0.05997466,0 days 04:32:02,0 days 00:00:24
593,Economy_Members,4,1,4,0.513412188,0.285720607,0 days 09:26:15,0 days 06:18:44
594,SmartWishbone8388,3,1,3,0.648029053,0.304188894,0 days 02:14:05,0 days 02:20:18
595,stevenoner,120,448,0.2679,0.36615817,0.046910866,2 days 14:59:19,46 days 09:07:15
596,CutBoethius,61,34,1.7941,0.322033733,0.13382873,0 days 00:49:26,6 days 22:50:39
597,Pitchedcybele539,30,1,30,0.700193011,0.001067299,0 days 00:28:02,6 days 00:45:36
598,mexicosk,197,60,3.2833,0.225070271,0.026001342,0 days 13:57:06,0 days 00:00:15
599,EconomicsLumpy9085,126,17,7.4118,0.65220338,0.319551075,0 days 06:26:31,0 days 00:00:27
600,ImpossibleResort833,164,9,18.2222,0.570885029,0.077991962,0 days 09:46:14,0 days 02:02:14
601,Dressdodger,27,20,1.35,0.502690965,0.005632967,0 days 00:20:02,7 days 23:22:59
602,Sewedvega985,187,50,3.74,0.503641705,0.252400405,0 days 00:10:16,8 days 17:33:18
603,SubstantialFrame3364,2,1,2,0.705584806,0.052192375,0 days 08:35:53,0 days 00:01:10
604,Frostyndividuafg,-37,1,-37,0.457272163,0.086333802,0 days 03:54:54,0 days 00:26:20
605,jachary1,546,1,546,0.667694142,0.076284477,0 days 18:49:22,6 days 08:19:07
606,Kuzn67,165,1,165,0.565942031,0.074379377,0 days 13:52:36,12 days 07:55:36
607,dimlypamper,21,1262,0.0166,0.590472055,0.020984015,0 days 00:21:51,3 days 23:50:29
608,Successful-Win-7772,16,1,16,0.540920866,0.159986348,0 days 00:38:03,0 days 07:51:08
609,GeologistDesigner217,634,416,1.524,0.414784069,0.031609555,0 days 04:17:24,0 days 04:46:23
610,Somescription,24,1,24,0.490057514,0.073892953,0 days 04:37:56,0 days 00:55:46
611,Washedvoyage65,55,154,0.3571,0.524180425,0.028423916,0 days 00:21:01,8 days 22:36:58
612,Abnormalharrison87,349,29,12.0345,0.574690295,0.136536922,0 days 00:15:11,8 days 12:13:37
613,tristang4,41,4983,0.0082,0.557323725,0.106993606,0 days 00:28:29,6 days 15:03:16
614,strictlygird93,37,1,37,0.47353087,0.001123782,0 days 00:13:59,3 days 17:16:57
615,FastVeterinarian591,80,1,80,0.601205577,0.08849714,0 days 06:08:25,0 days 00:00:41
616,freemarketingbrowser,1,1,1,0.397214144,0.001196351,6 days 01:16:46,13 days 18:00:42
617,inclinedmanpad78,7,1,7,0,0.525638402,0 days 00:17:49,4 days 05:20:23
618,Explanationfhcx,4,1,4,0.556232109,0.002323423,0 days 03:33:09,0 days 00:00:28
619,SubjectDiscipline10,48,1,48,0.545159913,0.200437866,0 days 03:52:25,0 days 00:01:28
620,Flasbilgi,17,30274,0.0006,0.476394452,0.056814837,0 days 13:42:09,2 days 16:53:28
621,Easy_Specialist_1879,5,1,5,0.613459241,0.287822698,0 days 00:47:51,0 days 13:24:28
622,ElegantJar,0,1,0,0.136579931,0.188299672,0 days 00:21:22,4 days 10:43:24
623,unsoundAudile,22,85,0.2588,0.49456798,0.002846487,0 days 00:37:16,6 days 18:41:14
624,HeavyLingonberry644,10,1,10,0.493335565,0.193860932,0 days 04:16:48,0 days 00:23:52
625,YahyaKemalTR,201,2,100.5,0.160679463,0.040570109,0 days 09:17:06,3 days 07:52:25
626,TightlyBatty,5,530,0.0094,0.266016298,0.008224549,0 days 00:35:00,0 days 05:42:59
627,ActuallyHarebrained,3,526,0.0057,0.40567313,0.074581051,0 days 00:19:59,0 days 00:07:26
628,luvende,208,1328,0.1566,0.346810068,0.003882738,0 days 13:22:18,0 days 00:00:08
629,Josselynok,81,216,0.375,0.344767459,0.000816485,1 days 08:41:44,0 days 00:00:07
630,Grundyug,125,4256,0.0294,0.495938984,0.224881669,0 days 19:29:51,0 days 00:17:22
631,Spoorlelejf,161,1031,0.1562,0.506963027,0.000776973,1 days 19:32:09,0 days 00:00:07
632,RichardCooka,87,131,0.6641,0.301839102,0.002370122,0 days 09:54:21,0 days 00:00:05
633,Liblarlr,184,10,18.4,0.613803721,0.000809772,5 days 08:10:52,0 days 00:00:06
634,Marinistvh,223,38,5.8684,0.415366569,0.001096432,0 days 14:17:20,0 days 00:00:08
635,MinimumSituation374,36,1,36,0.735351261,0.402359769,0 days 03:12:47,0 days 00:00:46
636,ExpressCup5629,35,1,35,1,0.173881516,0 days 00:24:57,0 days 00:00:07
637,CarefulLanguage1840,96,168,0.5714,0.371836777,0.042758161,0 days 03:37:18,0 days 04:42:14
638,PlasticSeveral2784,22,1,22,0.650360333,0.001067971,0 days 09:13:57,0 days 00:01:35
639,DiamondSevere2781,432,1,432,0.600188053,0.007159994,0 days 06:04:30,0 days 00:00:53
640,TrainingSignal2716,-5,1,-5,0.501562136,0.112009712,0 days 05:10:36,0 days 00:00:54
641,Upfieldpaperboy,1,1,1,0.601538336,0.5445951,0 days 00:11:44,1 days 00:10:10
642,cleverlyMarch,32,1451,0.0221,0.450552631,0.207900404,0 days 00:40:48,5 days 08:26:55
643,SpiritualPhone3015,7,1,7,0.712211294,0.028582311,0 days 05:35:04,0 days 00:03:57
644,NeitherIngenuity912,1,1,1,0.693785444,0.305308326,0 days 01:52:20,0 days 00:00:35
645,IntelligentLuck817,694,10,69.4,0.154677305,0.013210094,0 days 01:57:14,0 days 10:47:30
646,OpenStatistician514,10,1,10,0.491306801,0.025264474,0 days 08:04:26,0 days 00:00:23
647,GladlyInternal,29,2541,0.0114,0.363860835,0.01505506,357 days 15:02:16,0 days 15:41:46
648,FickleLetterhead4433,25,1,25,0.499654314,0.279018462,0 days 03:44:30,0 days 00:01:00
649,ThinkTonight7245,79,1,79,0.548297728,0.02210188,0 days 07:40:28,0 days 00:02:19
650,OneInternational584,28,1,28,0.614137093,0.497637798,0 days 00:44:54,0 days 06:13:00
651,FavoriteLodging,27,2545,0.0106,0.558522998,0.39317877,0 days 00:40:02,0 days 03:36:29
652,SuspiciousArmy3428,84,1,84,0.305789717,0.268381657,0 days 03:05:58,0 days 00:25:37
653,PossibleType7772,15,1,15,0.207761938,0.077214194,0 days 03:05:24,0 days 00:36:52
654,Lompje,110,983,0.1119,0.339258935,0.040395537,0 days 00:26:59,3 days 21:57:57
655,Additional-Hunt-432,3491,1,3491,0.503959303,0.464058103,0 days 02:12:27,0 days 00:58:56
656,Brilliant-Square2595,37,1,37,0.417329155,0.002284196,0 days 00:52:06,0 days 00:00:10
657,Flimmunk,88,3167,0.0278,0.636802319,0.02073711,0 days 01:04:52,1 days 01:44:18
658,PointGigs,67,1,67,0.5201937,0.017352023,0 days 04:44:34,0 days 23:10:00
659,DryEye8241,-19,1,-19,0.4783114,0.00397535,0 days 00:46:27,0 days 00:00:12
660,BusEvening1885,18,1,18,0.378017125,0.133530228,0 days 00:16:03,0 days 09:56:58
661,LividCulprit,5,32,0.1562,0.820485906,0.114922196,0 days 00:15:59,0 days 00:11:14
662,KaputVictory,1,3,0.3333,0.873062061,0.02881147,0 days 00:20:57,0 days 00:11:36
663,WeeklyApologise,7,226,0.031,0.443785353,0.002248598,0 days 00:16:50,0 days 00:11:16
664,Zealousideal_Hat6306,57,1,57,0.504519718,0.001592213,0 days 00:14:50,0 days 19:01:45
665,ProfessionalLife3641,-54,1,-54,0.291434385,0.267665513,0 days 01:09:28,0 days 00:00:12
666,fortor_1,21,3,7,0.416799275,0.186531119,0 days 00:14:01,6 days 07:48:50
667,abyichan,24,1,24,0.439580335,0.000755543,0 days 00:22:04,2 days 23:37:38
668,Actual-Blueberry6524,8,1,8,0.612846054,0.241599196,0 days 00:37:24,0 days 16:27:30
669,Dailytwist31,27,48,0.5625,0.409838128,0.217085988,0 days 00:17:39,4 days 14:48:01
670,Dazzling-Badger-119,-13,1,-13,0.689150681,0.061975667,0 days 00:59:54,0 days 00:34:34
671,Sthomas785,112,1,112,0.321917613,0.046794227,0 days 05:33:53,0 days 00:00:45
672,wiseb7,34,1,34,0.458781956,0.001038271,1 days 23:10:52,0 days 00:00:55
673,fby051,33,320,0.1031,0.489366382,0.022493218,0 days 00:17:04,7 days 03:14:02
674,credibleSeminary697,831,91,9.1319,0.217217473,0.187758346,0 days 00:12:05,9 days 05:34:51
675,veznicamjj,58,1,58,0.482384286,0.000892102,0 days 08:30:29,0 days 00:00:06
676,usovigjasa,115,19,6.0526,0.326650596,0.00152191,1 days 08:29:21,0 days 00:00:07
677,straferbj,76,1550,0.049,0.488603632,0.000670824,1 days 07:14:40,0 days 00:00:07
678,maetheg9p,60,1,60,0.465345121,0.000793415,0 days 12:57:46,0 days 00:00:08
679,dignaba6k,49,1,49,0.417840101,0.000731711,0 days 12:46:00,0 days 00:00:07
680,buidasmiddilszx,24,2989,0.008,0.421288253,0.000720145,1 days 13:56:10,0 days 00:00:12
681,agatitsll,108,1867,0.0578,0.427544257,0.0674121,1 days 19:56:51,3 days 11:35:33
682,aconsiarj2,83,1,83,0.426674163,0.000836278,6 days 04:52:48,0 days 00:00:06
683,Spaderaiz,65,1,65,0.35331442,0.000731328,0 days 14:12:09,0 days 00:00:18
684,Reisendedd,105,1993,0.0527,0.429496212,0.017205603,2 days 00:21:46,0 days 00:00:07
685,Kuusamopd,133,930,0.143,0.323051585,0.000804665,0 days 18:39:31,0 days 00:00:08
686,Aggland1985,0,1,0,0.506238537,0.000716707,0 days 09:31:42,0 days 00:11:41
687,4n1einfk,40,1,40,0.595938259,0.005591844,0 days 05:48:34,0 days 00:00:08
688,axel_queenie,267,83,3.2169,0.235865387,0.005920533,0 days 21:01:19,0 days 00:03:48
689,xandra_queenie,160,126,1.2698,0.310999315,0.008700733,0 days 08:35:04,0 days 00:05:21
690,hualxh468,806,10,80.6,0.339541693,0.329977924,0 days 00:14:57,15 days 12:24:14
691,Beduzmm,74,518,0.1429,0.622329491,0.000720633,0 days 05:19:28,2 days 06:44:46
692,Imaginary-Dish-5695,13,1,13,0.179447377,0.425711441,0 days 10:33:42,53 days 06:51:26
693,touchedVellum92,30,3,10,0.433560134,0.392318638,0 days 00:17:56,8 days 08:16:16
694,DisastrousCycle4785,-6,1,-6,0.06396961,0.048835306,0 days 00:29:10,0 days 00:27:25
695,neriticliquor321,193,2724,0.0709,0.436192787,0.154434813,0 days 00:30:40,6 days 02:46:27
696,xcdsopwenu,142,21,6.7619,0.747341094,0.132989241,0 days 16:12:47,0 days 19:50:38
697,_u1o3vabcd,53,1,53,0.475417103,0.181024652,0 days 00:22:02,0 days 04:48:10
698,CoraNorman20,15,1,15,0.369063516,0.148692676,0 days 02:29:54,0 days 21:20:08
699,Select_Preference230,199,1,199,0.445086906,0.004678103,0 days 00:31:23,0 days 13:00:51
700,DeafRobot,0,6,0,0.302129051,0.063374491,4 days 08:23:53,0 days 01:42:38
701,Separate-Pin7432,22,1,22,0.660205888,0.004645621,0 days 00:36:21,0 days 17:31:03
702,LaurenFerguson6,7,1,7,0.708115565,0.264400455,0 days 03:40:06,0 days 15:36:49
703,Frequent-Delivery-39,2,1,2,0.125052559,0.002817075,0 days 00:48:31,0 days 16:24:46
704,MaureenWillis,40,1,40,0.569084365,0.00184186,0 days 03:27:28,0 days 21:20:40
705,Competitive_Shock909,38,2,19,0.240255076,0.000702039,0 days 00:20:12,0 days 11:00:34
706,szyma87,27,1,27,0,0.254067894,0 days 02:55:26,1 days 01:43:40
707,LengthinessParking58,3,1,3,0.629955661,0.033702038,0 days 00:24:38,0 days 00:30:22
708,Spirited_Ad7705,226,1,226,0.726590323,0.330134737,0 days 00:54:24,0 days 04:34:00
709,Specific-Collar6203,-100,1,-100,0,0.114858218,0 days 01:35:17,0 days 06:30:00
710,Past_Pollution_3600,0,663,0,-0.093255722,0.00173621,0 days 02:06:06,216 days 06:25:39
711,HugeEngineering5096,1,6,0.1667,0.356090954,0.004215212,0 days 17:02:37,29 days 20:25:54
712,Top_Zookeepergame_99,-6,366,-0.0164,0.273875976,0.066595464,0 days 03:37:43,0 days 01:13:32
713,New_Answer_4895,1,84,0.0119,0.793557872,0.06938904,0 days 02:15:46,0 days 06:51:05
714,maddoggy2214,0,2,0,0.031160733,0.140434615,0 days 00:06:01,13 days 05:59:50
715,Soarent,8327,2169,3.8391,0.698240923,0.02763423,0 days 03:42:52,18 days 03:49:35
716,Outrageous_Note6576,22,1,22,0.612205531,0.232364534,46 days 00:49:51,1 days 11:13:14
717,MonicaMyersH,91,6572,0.0138,0.123860381,0.107041866,282 days 14:21:40,0 days 09:20:52
718,rockcoca,34,20,1.7,0.293480896,0.067562986,0 days 00:38:58,8 days 03:01:10
719,No_Albatross8933,4,1,4,0.157866578,0.069506083,0 days 01:19:14,0 days 00:35:53
720,Access9317,6,1,6,0.388306654,0.001095607,0 days 00:52:25,0 days 23:23:10
721,EmotionalChange4884,51,1,51,0.508957062,0.003907412,0 days 08:47:31,0 days 01:23:30
722,InternationalLie433,-54,1,-54,0.53773337,0.268979012,0 days 06:04:40,0 days 00:01:18
723,InfamousAd5612,46,1,46,0.655257596,0.005244249,0 days 07:41:10,0 days 00:01:04
724,PlanesTravels,1325,1610,0.823,0.560834746,0.105525201,0 days 01:56:47,3 days 21:45:41
725,Weary_Section_9003,132,39,3.3846,0.068599738,0.003514587,0 days 00:51:58,0 days 11:11:59
726,PeaComprehensive7871,16,1,16,0.497923563,0.405767979,0 days 00:47:26,0 days 00:00:10
727,OwnElection9514,61,1,61,0.272367295,0.200101253,0 days 00:49:09,0 days 00:00:12
728,BirthdaySad9966,57,1,57,0.63954642,0.399823889,0 days 00:43:55,0 days 00:00:13
729,DizzilyMothball,81,1255,0.0645,0.468787739,0.1637815,0 days 00:39:43,3 days 15:18:14
730,DullAntapex,6,1,6,0.152306708,0.028599492,0 days 00:22:35,2 days 00:10:39
731,jeansmith1,4,2,2,0.627118102,0.000725713,90 days 15:57:18,0 days 10:36:10
732,kayla-wood,2,1,2,0.76205499,0.000946943,114 days 04:18:13,0 days 06:12:39
733,BellaCollin1,0,4,0,0.650388718,0.000682183,76 days 02:12:58,0 days 10:09:38
734,Ok-Independence4925,63,73,0.863,0.597222765,0.002968941,0 days 00:01:15,0 days 07:17:05
735,Adventurous_Fix_6402,2,1,2,0.350787257,0.099331212,0 days 05:25:36,260 days 00:31:25
736,GeoffStephen0908,9480,62486,0.1517,0.163933559,0.255374029,0 days 03:45:42,0 days 03:53:34
737,GloomyRegister2683,83,1,83,0.298055732,0.054687659,0 days 01:05:20,0 days 00:00:14
738,et8zw8fu,240,128,1.875,0.121000704,0.05769955,0 days 09:51:24,0 days 00:00:08
739,maximka2k,4,1,4,0.308737634,0.012004348,0 days 00:13:14,6 days 02:05:06
740,ThijmenP,1,1,1,0.265814033,0.015310839,0 days 00:25:15,8 days 21:49:50
741,Consequence930,8,1,8,0.179624755,0.028652745,0 days 00:43:19,0 days 03:00:13
742,RepeatAltruistic5549,8,40,0.2,0.044279242,0.535933107,0 days 00:29:10,0 days 18:00:03
743,Drajiii,7,1,7,0.574875306,0.219499577,0 days 00:12:21,5 days 20:20:43
744,Aromatic-Noise-1345,3,1,3,0.68470458,0.0083189,0 days 00:02:30,0 days 00:29:47
745,GeneGlittering4021,258,1,258,0.418038132,0.196275198,0 days 00:36:04,0 days 00:00:13
746,AdmirableCheek2338,67,10,6.7,0.231330068,0.191229675,0 days 00:18:27,0 days 07:38:43
747,thenceclog56,155,26,5.9615,0.773447898,0.07412288,0 days 00:15:10,33 days 19:28:40
748,edgeblader,32,122,0.2623,0.39746327,0.397393532,0 days 00:19:20,8 days 00:30:10
749,JustEntertainment488,22,1,22,0.621219336,0.002353637,0 days 00:31:41,0 days 12:49:31
750,Pale_Photograph_2722,70,1,70,0.375918026,0.172442499,0 days 03:02:54,0 days 06:14:50
751,NeatImagination8339,13,1,13,0.518739545,0.015320067,0 days 00:21:15,0 days 00:00:08
752,Ok-Money9427,-4,1,-4,0.697637602,0.452037574,0 days 01:11:30,0 days 00:25:14
753,Brief_Bench_5277,55,2,27.5,0.400704324,0.057221613,0 days 00:08:55,0 days 13:48:58
754,ShoulderNumerous4917,1,1,1,0.646713813,0.281384029,0 days 00:20:51,0 days 00:28:16
755,NattilyAdmit,3,1,3,0.481415063,0.00387422,0 days 00:37:20,4 days 18:41:03
756,FarmPuzzleheaded8350,0,1,0,0.157082986,0.004168084,0 days 00:36:58,0 days 00:00:19
757,AshamaSpeed,168,4344,0.0387,0.485938692,0.036652778,0 days 02:51:16,0 days 03:27:30
758,DoughnutOk4857,5,1,5,0.30142451,0.251274198,0 days 00:36:28,0 days 00:00:12
759,Quirky_Wasabi2980,0,1,0,0.498533664,0.301295981,28 days 02:25:06,0 days 02:08:14
760,AdAcrobatic9771,9,1,9,0.53324854,0.000756,0 days 00:53:25,0 days 01:48:32
761,EstablishmentSalt790,9,1,9,0.416257395,0.036937647,0 days 00:46:23,0 days 00:00:21
762,Effective-Respond-64,17,1,17,0.136386027,0.00130089,0 days 00:43:23,1 days 04:34:04
763,PresentEquivalent459,36,1,36,0.496566331,0.017939063,0 days 00:53:02,0 days 00:00:26
764,Awkward_Pen_9702,13,178,0.073,0.448015514,0.000719487,0 days 00:39:42,3 days 07:41:08
765,NealBoone30,30,1,30,0.782440562,0.018808765,0 days 02:40:28,0 days 03:49:07
766,Consistent_Union7449,-1,1,-1,0.552462721,0.318640447,0 days 00:39:54,0 days 23:27:44
767,Itchy-Debate-8958,60,1058,0.0567,0.250452572,0.002268274,0 days 01:25:00,3 days 00:01:31
768,Accountant-1606,70,1,70,-0.116072861,0.023644278,0 days 00:53:52,0 days 02:52:05
769,Weird_Upstairs_7429,37,1,37,0.244635357,0.000694052,0 days 00:13:30,0 days 10:47:29
770,FunRepresentative637,94,16,5.875,0.10808763,0.104109008,0 days 00:35:50,0 days 11:55:10
771,ImpressiveLeg975,120,1,120,0.63886091,0.123050062,0 days 05:43:58,0 days 00:00:49
772,Lucky-Membership3329,102,12,8.5,0.150218365,0.272198485,0 days 00:35:46,0 days 13:07:52
773,Significant-Issue753,2,1,2,0.447647809,0.20057658,0 days 00:32:38,0 days 01:03:14
774,Natural-House-7431,6,1,6,0.634603797,0.470703328,0 days 00:46:52,0 days 00:27:40
775,Alarmed-Ad6513,7,1,7,0.488812685,0.001283218,0 days 00:33:33,0 days 08:31:10
776,Jealous-Nature4409,34,1,34,0.162996756,0.022256099,0 days 00:17:24,0 days 12:24:29
777,Longjumping_Pay_4106,-1,1,-1,0.370845129,0.316838262,0 days 00:36:29,0 days 15:40:08
778,ProfessionalTale3566,213,473,0.4503,0.049468359,0.137816449,0 days 00:32:46,0 days 09:30:58
779,Born_Anything_1870,4,1,4,0.528829646,0.001079312,0 days 01:38:56,0 days 00:11:57
780,Hefty_League_3425,21,33,0.6364,0.306239984,0.004761419,0 days 00:29:18,0 days 14:07:26
781,HoraceFleming,17,1,17,0.76452199,0.021126495,0 days 03:41:04,0 days 15:28:43
782,SubstantialCandy6901,5,1,5,0.207730962,0.223503643,0 days 00:41:40,0 days 08:29:48
783,FruitBackground2418,27,7,3.8571,0.212357843,0.006700711,0 days 00:28:34,0 days 11:23:32
784,Ok-Telephone-1299,4,1,4,0.569999327,0.016255595,0 days 00:44:16,0 days 01:03:58
785,BubblyObject4348,10,1,10,0.074021519,0.034139128,0 days 02:34:22,0 days 01:38:04
786,Impressive_Stock_398,-1,1,-1,0.661824974,0.001472673,0 days 00:47:00,0 days 00:27:34
787,Instruction1638,54,1,54,0.742470929,0.000724949,0 days 01:10:15,0 days 02:48:06
788,LevelBeautiful7491,0,1,0,0.262806327,0.078363791,0 days 00:35:34,0 days 00:27:39
789,Intelligent-File-634,6,1,6,0.245863586,0.000990436,0 days 00:15:06,0 days 07:00:30
790,Tracymcdaniel9,91,1,91,0.708772804,0.000725755,0 days 02:48:26,0 days 20:00:07
791,JumpFormer1465,1,1,1,0.296691958,0.285926374,0 days 01:13:54,0 days 00:30:22
792,Maleficent_Box_5162,21,1,21,0.152331745,0.054949213,0 days 00:30:43,0 days 11:28:47
793,Competitive_Catch899,3,1,3,0.739302693,0.464056551,0 days 00:38:28,0 days 00:31:34
794,Obermaathd,18,468,0.0385,0.586858305,0.392763708,0 days 03:48:06,1 days 03:22:14
795,Hefty_Original2254,6,1,6,0.622086155,0.001120084,0 days 01:00:35,0 days 01:45:15
796,Potential_Ad9781,25,29,0.8621,0.377998777,0.000973234,0 days 00:21:49,0 days 08:10:48
797,No-Level-9795,3,1,3,0.274673387,0.001432107,0 days 00:18:30,0 days 00:32:22
798,Felstalze,91,454,0.2004,0.449668056,0.00098034,2 days 03:57:26,0 days 00:00:11
799,Nearby_Service_994,35,5,7,0.18040863,0.009700803,0 days 00:23:08,1 days 05:26:26
800,Straight-Swimmer-277,4,1,4,0.524296294,0.08852847,0 days 00:20:50,0 days 00:30:35
801,OtherwiseAir9460,37,13,2.8462,0.610883592,0.014494758,0 days 06:58:50,0 days 00:00:53
802,Accurate-Homework-12,5,1,5,0.834448033,0.001778012,0 days 00:15:15,0 days 00:47:13
803,Ductilecebidae188,129,24,5.375,0.37787763,0.164372313,0 days 01:19:35,10 days 06:59:08
804,CrispyPapad,1477,50798,0.0291,0.544465791,0.124116733,0 days 08:26:42,0 days 03:36:45
805,Ivaryus,346,560,0.6179,0.541859893,0.413370826,0 days 00:23:43,22 days 23:26:01
806,AmoebicBetatron79,49,753,0.0651,0.286509123,0.497987981,0 days 00:38:38,10 days 23:17:08
807,HedgehogFit9168,-81,1,-81,0.483701698,0.197818216,0 days 00:32:51,0 days 00:01:39
808,Weak_Bed9886,119,16,7.4375,0.350588537,0.112480318,0 days 04:10:27,0 days 00:01:19
809,Far_Holiday1690,539,45,11.9778,0.634859133,0.13887589,0 days 00:11:39,102 days 23:56:09
810,ou637rm96a,49,74,0.6622,0.625274818,0.165161443,0 days 00:29:26,101 days 11:49:37
811,ExperienceLeather387,2,1,2,0.408392025,0.210492351,0 days 00:38:30,0 days 00:00:14
812,Ok_Month_2392,0,407,0,0.32749851,0.075072756,0 days 02:59:16,215 days 03:49:26
813,Ambitious_Hotel1421,57,103,0.5534,0.120868533,0.200711263,0 days 00:17:20,0 days 14:41:08
814,Rude-Performance6861,18,7,2.5714,0.309890265,0.048369027,0 days 00:10:27,0 days 10:05:24
815,TeaDramatic4041,6,1,6,0.513807455,0.005125372,0 days 00:53:26,0 days 00:00:12
816,AdhesivenessNo7530,64,1,64,0.365615652,0.216038847,0 days 00:37:18,0 days 00:00:12
817,Embariraassed,3,503,0.006,0.273125399,0.257026883,0 days 00:21:04,0 days 07:46:01
818,Alarming_Secretary47,221,1,221,0,0.002156825,0 days 00:28:22,1 days 00:28:06
819,SameSupermarketh,387,2540,0.1524,0.602262801,0.166267808,0 days 00:02:41,0 days 08:00:40
820,rimaiasxt,154,3060,0.0503,0.256438132,0.019431247,0 days 00:48:21,0 days 22:52:09
821,left_accuracy,6,2754,0.0022,0.565674608,0.238702173,0 days 00:24:00,0 days 00:10:12
822,Complex_Maiz4732,60,1,60,0.54659087,0.033575017,0 days 00:16:42,0 days 02:54:38
823,Appropriate_Loquat19,-1,1,-1,0.283262437,0.004123077,0 days 00:37:59,0 days 00:33:33
824,Mousse7421,47,1,47,0.762726226,0.152370825,0 days 00:31:04,0 days 15:41:07
825,Sweaty_Mulber5819,11,1,11,0.628048882,0.000611996,0 days 01:09:00,0 days 02:59:12
826,academic_allocation,100,2433,0.0411,0.371284101,0.036275923,0 days 01:11:39,1 days 03:37:08
827,Puzzleheadesk,198,5305,0.0373,0.330841016,0.079330366,0 days 00:10:56,0 days 06:43:34
828,voorit,6156,1,6156,0.659192098,0.089413594,0 days 17:02:06,10 days 08:25:54
829,sudhirtgx,118,1,118,0.565278395,0.023660122,1 days 05:20:45,9 days 06:20:38
830,mavieglobal,0,1,0,0.387946857,0.183634776,0 days 12:29:36,3 days 09:34:55
831,944hotz,41,3,13.6667,0.498935407,0.069346259,0 days 00:49:13,5 days 00:12:13
832,izidorf,310,1232,0.2516,0.337054746,0.230872583,0 days 00:33:46,4 days 21:56:10
